event_id,timestamp,txid,src_ip,dst_ip,src_port,dst_port,country,asn
EVT_007330,2026-01-29 17:59:22,TX_007330_4642,178.62.204.5,119.81.130.249,20912,8333,United Kingdom,AS2856
EVT_007331,2026-01-29 18:00:46,TX_007331_3792,194.87.144.7,51.15.89.196,8333,8333,Russia,AS12389
EVT_007332,2026-01-29 18:01:20,TX_007332_4282,194.87.144.172,51.15.89.121,40274,8333,Russia,AS12389
EVT_007333,2026-01-29 18:11:56,TX_007333_9283,119.81.130.225,185.220.101.146,33375,8333,Singapore,AS4657
EVT_007334,2026-01-29 18:17:48,TX_007334_9286,104.244.72.25,103.21.244.192,62393,8333,United States,AS16509
EVT_007335,2026-01-29 18:26:27,TX_007335_6312,119.81.130.249,178.62.204.146,14216,8333,Singapore,AS4657
EVT_007336,2026-01-29 18:26:50,TX_007336_3947,103.21.244.207,178.62.204.220,62206,8333,India,AS55836
EVT_007337,2026-01-29 18:31:41,TX_007337_2223,198.51.100.99,45.33.32.129,13191,8333,Private Network,AS0
EVT_007338,2026-01-29 18:32:01,TX_007338_6294,198.51.100.125,185.220.101.74,26255,8333,Private Network,AS0
EVT_007339,2026-01-29 18:35:12,TX_007339_6534,45.33.32.253,45.33.32.99,56905,65138,Switzerland,AS51167
EVT_007340,2026-01-29 18:49:56,TX_007340_6445,51.15.89.215,51.15.89.118,12650,8333,Germany,AS24940
EVT_007341,2026-01-29 18:50:55,TX_007341_5130,104.244.72.116,198.51.100.85,60189,8333,United States,AS16509
EVT_007342,2026-01-29 18:51:06,TX_007342_8822,185.220.101.232,178.62.204.13,38123,8333,Netherlands,AS13335
EVT_007343,2026-01-29 18:55:58,TX_007343_5996,194.87.144.119,103.21.244.207,30134,8333,Russia,AS12389
EVT_007344,2026-01-29 19:07:44,TX_007344_3073,198.51.100.249,91.200.12.19,18406,8333,Private Network,AS0
EVT_007345,2026-01-29 19:11:35,TX_007345_0239,194.87.144.88,198.51.100.99,8333,8333,Russia,AS12389
EVT_007346,2026-01-29 19:14:06,TX_007346_8353,194.87.144.10,103.21.244.224,5483,8333,Russia,AS12389
EVT_007347,2026-01-29 19:19:30,TX_007347_3902,178.62.204.249,178.62.204.242,58987,8333,United Kingdom,AS2856
EVT_007348,2026-01-29 19:19:42,TX_007348_2940,91.200.12.95,45.33.32.163,24856,8333,Seychelles,AS36997
EVT_007349,2026-01-29 19:20:24,TX_007349_7066,119.81.130.29,194.87.144.139,4801,8333,Singapore,AS4657
EVT_007350,2026-01-29 19:24:11,TX_007350_0106,178.62.204.249,178.62.204.72,58914,8333,United Kingdom,AS2856
EVT_007351,2026-01-29 19:35:16,TX_007351_1667,198.51.100.226,45.33.32.222,8333,8333,Private Network,AS0
EVT_007352,2026-01-29 19:42:13,TX_007352_5594,91.200.12.38,119.81.130.27,52005,8333,Seychelles,AS36997
EVT_007353,2026-01-29 19:44:07,TX_007353_9437,198.51.100.99,45.33.32.129,52514,8333,Private Network,AS0
EVT_007354,2026-01-29 19:44:57,TX_007354_7013,119.81.130.225,103.21.244.57,6693,8333,Singapore,AS4657
EVT_007355,2026-01-29 19:57:48,TX_007355_0333,91.200.12.38,91.200.12.77,31687,8333,Seychelles,AS36997
EVT_007356,2026-01-29 20:03:54,TX_007356_0254,45.33.32.253,119.81.130.232,22063,8333,Switzerland,AS51167
EVT_007357,2026-01-29 20:04:19,TX_007357_3267,119.81.130.234,194.87.144.151,61075,48174,Singapore,AS4657
EVT_007358,2026-01-29 20:18:49,TX_007358_2813,104.244.72.106,198.51.100.70,21280,42276,United States,AS16509
EVT_007359,2026-01-29 20:19:27,TX_007359_3105,178.62.204.61,178.62.204.169,44168,8333,United Kingdom,AS2856
EVT_007360,2026-01-29 20:29:22,TX_007360_8370,178.62.204.118,178.62.204.242,64408,8333,United Kingdom,AS2856
EVT_007361,2026-01-29 20:34:38,TX_007361_9574,119.81.130.202,178.62.204.46,14581,8333,Singapore,AS4657
EVT_007362,2026-01-29 20:35:20,TX_007362_1428,119.81.130.223,45.33.32.120,29636,8333,Singapore,AS4657
EVT_007363,2026-01-29 20:35:55,TX_007363_8602,45.33.32.137,45.33.32.220,2657,8333,Switzerland,AS51167
EVT_007364,2026-01-29 20:36:49,TX_007364_6966,119.81.130.234,194.87.144.119,22329,8333,Singapore,AS4657
EVT_007365,2026-01-29 20:37:42,TX_007365_6510,51.15.89.204,185.220.101.146,39009,44567,Germany,AS24940
EVT_007366,2026-01-29 20:37:44,TX_007366_7104,103.21.244.205,185.220.101.74,62169,8333,India,AS55836
EVT_007367,2026-01-29 20:37:59,TX_007367_8089,185.220.101.160,194.87.144.52,37802,8333,Netherlands,AS13335
EVT_007368,2026-01-29 20:38:45,TX_007368_1783,198.51.100.109,194.87.144.175,10093,8333,Private Network,AS0
EVT_007369,2026-01-29 20:39:40,TX_007369_9889,51.15.89.38,194.87.144.119,22379,8333,Germany,AS24940
EVT_007370,2026-01-29 20:41:17,TX_007370_5633,194.87.144.119,103.21.244.141,8333,8333,Russia,AS12389
EVT_007371,2026-01-29 20:42:12,TX_007371_7404,194.87.144.200,178.62.204.169,14723,8333,Russia,AS12389
EVT_007372,2026-01-29 20:44:47,TX_007372_1322,178.62.204.5,198.51.100.226,49060,8333,United Kingdom,AS2856
EVT_007373,2026-01-29 20:45:00,TX_007373_8861,194.87.144.214,178.62.204.168,53334,8333,Russia,AS12389
EVT_007374,2026-01-29 20:48:11,TX_007374_1451,103.21.244.224,91.200.12.86,8096,8333,India,AS55836
EVT_007375,2026-01-29 20:57:25,TX_007375_6503,104.244.72.25,178.62.204.31,34237,8333,United States,AS16509
EVT_007376,2026-01-29 20:59:05,TX_007376_1016,198.51.100.226,103.21.244.224,8333,8333,Private Network,AS0
EVT_007377,2026-01-29 21:11:18,TX_007377_8915,198.51.100.11,178.62.204.146,53548,37856,Private Network,AS0
EVT_007378,2026-01-29 21:23:07,TX_007378_8035,198.51.100.95,119.81.130.223,27982,8333,Private Network,AS0
EVT_007379,2026-01-29 21:36:34,TX_007379_2501,119.81.130.249,104.244.72.67,48657,8333,Singapore,AS4657
EVT_007380,2026-01-29 21:50:30,TX_007380_0839,119.81.130.31,178.62.204.249,5541,8333,Singapore,AS4657
EVT_007381,2026-01-29 21:56:06,TX_007381_8405,91.200.12.58,194.87.144.193,23615,8333,Seychelles,AS36997
EVT_007382,2026-01-29 22:04:48,TX_007382_9661,119.81.130.249,119.81.130.182,20169,8333,Singapore,AS4657
EVT_007383,2026-01-29 22:05:04,TX_007383_9729,198.51.100.197,103.21.244.192,4986,27336,Private Network,AS0
EVT_007384,2026-01-29 22:05:53,TX_007384_4714,198.51.100.197,194.87.144.151,14825,8333,Private Network,AS0
EVT_007385,2026-01-29 22:16:49,TX_007385_4362,119.81.130.249,185.220.101.74,34181,8333,Singapore,AS4657
EVT_007386,2026-01-29 22:26:25,TX_007386_4707,51.15.89.115,91.200.12.93,60210,3631,Germany,AS24940
EVT_007387,2026-01-29 22:29:24,TX_007387_4053,194.87.144.10,194.87.144.7,13941,8333,Russia,AS12389
EVT_007388,2026-01-29 22:39:17,TX_007388_0182,103.21.244.57,45.33.32.129,8333,8333,India,AS55836
EVT_007389,2026-01-29 22:40:43,TX_007389_3556,51.15.89.196,198.51.100.249,8333,8333,Germany,AS24940
EVT_007390,2026-01-29 22:52:05,TX_007390_9683,103.21.244.224,51.15.89.225,14986,8333,India,AS55836
EVT_007391,2026-01-29 22:57:29,TX_007391_6269,194.87.144.151,103.21.244.254,8333,8333,Russia,AS12389
EVT_007392,2026-01-29 23:11:17,TX_007392_2127,51.15.89.115,51.15.89.38,8272,61100,Germany,AS24940
EVT_007393,2026-01-29 23:11:25,TX_007393_0713,198.51.100.11,194.87.144.60,17832,8333,Private Network,AS0
EVT_007394,2026-01-29 23:13:25,TX_007394_7754,51.15.89.118,198.51.100.36,48688,35915,Germany,AS24940
EVT_007395,2026-01-29 23:13:55,TX_007395_1488,45.33.32.99,119.81.130.225,28469,8333,Switzerland,AS51167
EVT_007396,2026-01-29 23:14:36,TX_007396_5445,185.220.101.79,103.21.244.97,33995,8333,Netherlands,AS13335
EVT_007397,2026-01-29 23:15:06,TX_007397_5256,178.62.204.168,103.21.244.17,59542,8333,United Kingdom,AS2856
EVT_007398,2026-01-29 23:28:46,TX_007398_8683,104.244.72.179,104.244.72.21,42076,8333,United States,AS16509
EVT_007399,2026-01-29 23:34:26,TX_007399_0220,194.87.144.175,194.87.144.214,8333,8333,Russia,AS12389
EVT_007400,2026-01-29 23:35:19,TX_007400_6484,104.244.72.25,51.15.89.62,21052,8333,United States,AS16509
EVT_007401,2026-01-29 23:36:19,TX_007401_0708,91.200.12.95,198.51.100.249,62778,8333,Seychelles,AS36997
EVT_007402,2026-01-29 23:39:30,TX_007402_8450,45.33.32.163,185.220.101.13,6210,8333,Switzerland,AS51167
EVT_007403,2026-01-29 23:54:07,TX_007403_0094,51.15.89.118,119.81.130.31,9840,8333,Germany,AS24940
EVT_007404,2026-01-29 23:54:35,TX_007404_0519,119.81.130.225,104.244.72.116,46288,8333,Singapore,AS4657
EVT_007405,2026-01-30 00:06:32,TX_007405_3087,185.220.101.74,45.33.32.220,8333,8333,Netherlands,AS13335
EVT_007406,2026-01-30 00:07:23,TX_007406_6443,198.51.100.125,185.220.101.74,11632,47092,Private Network,AS0
EVT_007407,2026-01-30 00:18:23,TX_007407_6430,104.244.72.22,194.87.144.60,8333,26236,United States,AS16509
EVT_007408,2026-01-30 00:28:00,TX_007408_8022,178.62.204.31,104.244.72.106,29979,8333,United Kingdom,AS2856
EVT_007409,2026-01-30 00:28:33,TX_007409_6328,198.51.100.70,198.51.100.125,22854,32030,Private Network,AS0
EVT_007410,2026-01-30 00:33:38,TX_007410_4456,103.21.244.174,194.87.144.168,60124,8333,India,AS55836
EVT_007411,2026-01-30 00:42:55,TX_007411_2816,194.87.144.139,45.33.32.99,8333,8333,Russia,AS12389
EVT_007412,2026-01-30 00:43:26,TX_007412_4038,119.81.130.182,103.21.244.97,11392,8333,Singapore,AS4657
EVT_007413,2026-01-30 00:53:40,TX_007413_3334,194.87.144.88,185.220.101.160,8333,8333,Russia,AS12389
EVT_007414,2026-01-30 00:57:05,TX_007414_7788,45.33.32.253,198.51.100.99,40285,8333,Switzerland,AS51167
EVT_007415,2026-01-30 00:57:19,TX_007415_8504,104.244.72.116,103.21.244.173,50716,8333,United States,AS16509
EVT_007416,2026-01-30 01:11:30,TX_007416_2510,185.220.101.160,178.62.204.146,18420,8333,Netherlands,AS13335
EVT_007417,2026-01-30 01:24:40,TX_007417_6284,194.87.144.119,45.33.32.35,8333,39976,Russia,AS12389
EVT_007418,2026-01-30 01:33:15,TX_007418_0199,119.81.130.215,103.21.244.97,53304,8333,Singapore,AS4657
EVT_007419,2026-01-30 01:33:17,TX_007419_2852,194.87.144.7,51.15.89.121,62339,8333,Russia,AS12389
EVT_007420,2026-01-30 01:33:59,TX_007420_0876,194.87.144.172,178.62.204.220,17824,8333,Russia,AS12389
EVT_007421,2026-01-30 01:35:30,TX_007421_2748,104.244.72.22,119.81.130.223,8333,28616,United States,AS16509
EVT_007422,2026-01-30 01:35:53,TX_007422_9393,51.15.89.204,104.244.72.106,30350,8333,Germany,AS24940
EVT_007423,2026-01-30 01:38:00,TX_007423_2970,91.200.12.19,185.220.101.232,39250,8333,Seychelles,AS36997
EVT_007424,2026-01-30 01:48:29,TX_007424_9305,194.87.144.88,178.62.204.160,8333,61255,Russia,AS12389
EVT_007425,2026-01-30 01:57:17,TX_007425_3666,45.33.32.253,104.244.72.67,21700,8333,Switzerland,AS51167
EVT_007426,2026-01-30 02:10:39,TX_007426_9739,194.87.144.10,178.62.204.146,52570,8333,Russia,AS12389
EVT_007427,2026-01-30 02:18:55,TX_007427_9652,119.81.130.10,198.51.100.99,8333,8333,Singapore,AS4657
EVT_007428,2026-01-30 02:32:59,TX_007428_4901,45.33.32.148,178.62.204.118,34650,8333,Switzerland,AS51167
EVT_007429,2026-01-30 02:33:30,TX_007429_5962,119.81.130.115,51.15.89.38,21689,8333,Singapore,AS4657
EVT_007430,2026-01-30 02:45:43,TX_007430_9606,178.62.204.5,45.33.32.137,52634,62172,United Kingdom,AS2856
EVT_007431,2026-01-30 02:55:33,TX_007431_2207,51.15.89.115,45.33.32.129,64313,8333,Germany,AS24940
EVT_007432,2026-01-30 03:07:47,TX_007432_4156,104.244.72.179,185.220.101.81,58236,29937,United States,AS16509
EVT_007433,2026-01-30 03:08:23,TX_007433_9916,103.21.244.207,91.200.12.78,39074,8333,India,AS55836
EVT_007434,2026-01-30 03:11:44,TX_007434_7661,178.62.204.39,104.244.72.67,8333,8333,United Kingdom,AS2856
EVT_007435,2026-01-30 03:13:58,TX_007435_1223,178.62.204.169,104.244.72.22,49233,58428,United Kingdom,AS2856
EVT_007436,2026-01-30 03:19:47,TX_007436_2104,45.33.32.163,198.51.100.85,8333,8333,Switzerland,AS51167
EVT_007437,2026-01-30 03:34:13,TX_007437_5716,194.87.144.119,51.15.89.38,8333,8333,Russia,AS12389
EVT_007438,2026-01-30 03:34:53,TX_007438_3764,45.33.32.253,119.81.130.27,29518,8333,Switzerland,AS51167
EVT_007439,2026-01-30 03:35:05,TX_007439_1857,198.51.100.36,185.220.101.81,21061,8333,Private Network,AS0
EVT_007440,2026-01-30 03:49:59,TX_007440_7433,194.87.144.172,51.15.89.196,39358,8333,Russia,AS12389
EVT_007441,2026-01-30 04:00:19,TX_007441_2202,178.62.204.31,119.81.130.225,32805,12142,United Kingdom,AS2856
EVT_007442,2026-01-30 04:07:20,TX_007442_1407,119.81.130.249,119.81.130.10,50622,8333,Singapore,AS4657
EVT_007443,2026-01-30 04:07:49,TX_007443_1608,104.244.72.22,104.244.72.45,13036,46679,United States,AS16509
EVT_007444,2026-01-30 04:08:11,TX_007444_4847,194.87.144.214,51.15.89.204,30050,8333,Russia,AS12389
EVT_007445,2026-01-30 04:16:53,TX_007445_2091,194.87.144.139,104.244.72.106,8333,8333,Russia,AS12389
EVT_007446,2026-01-30 04:28:38,TX_007446_0358,45.33.32.253,104.244.72.116,31290,8333,Switzerland,AS51167
EVT_007447,2026-01-30 04:29:12,TX_007447_1341,178.62.204.178,198.51.100.249,24710,8333,United Kingdom,AS2856
EVT_007448,2026-01-30 04:38:41,TX_007448_5455,185.220.101.74,103.21.244.137,8333,8333,Netherlands,AS13335
EVT_007449,2026-01-30 04:40:36,TX_007449_8745,119.81.130.10,91.200.12.93,8333,8333,Singapore,AS4657
EVT_007450,2026-01-30 04:46:14,TX_007450_3604,119.81.130.159,198.51.100.85,8856,8333,Singapore,AS4657
EVT_007451,2026-01-30 04:53:11,TX_007451_9208,51.15.89.196,103.21.244.254,8333,8333,Germany,AS24940
EVT_007452,2026-01-30 05:02:21,TX_007452_7293,104.244.72.106,178.62.204.100,15953,64440,United States,AS16509
EVT_007453,2026-01-30 05:02:36,TX_007453_4766,198.51.100.109,51.15.89.225,12948,8333,Private Network,AS0
EVT_007454,2026-01-30 05:13:40,TX_007454_3918,119.81.130.202,178.62.204.169,50872,8333,Singapore,AS4657
EVT_007455,2026-01-30 05:22:40,TX_007455_4115,198.51.100.235,178.62.204.160,8333,8333,Private Network,AS0
EVT_007456,2026-01-30 05:31:23,TX_007456_9524,178.62.204.118,119.81.130.234,64328,8333,United Kingdom,AS2856
EVT_007457,2026-01-30 05:31:43,TX_007457_8545,45.33.32.220,103.21.244.29,35789,8333,Switzerland,AS51167
EVT_007458,2026-01-30 05:43:17,TX_007458_3144,45.33.32.163,45.33.32.129,54739,8333,Switzerland,AS51167
EVT_007459,2026-01-30 05:49:12,TX_007459_4802,178.62.204.178,104.244.72.13,28121,8333,United Kingdom,AS2856
EVT_007460,2026-01-30 05:49:24,TX_007460_0078,45.33.32.137,103.21.244.207,30370,8333,Switzerland,AS51167
EVT_007461,2026-01-30 05:49:32,TX_007461_7969,103.21.244.173,103.21.244.220,44462,8333,India,AS55836
EVT_007462,2026-01-30 05:49:37,TX_007462_6008,178.62.204.5,194.87.144.119,34690,8333,United Kingdom,AS2856
EVT_007463,2026-01-30 06:01:37,TX_007463_8379,194.87.144.119,119.81.130.10,23587,8333,Russia,AS12389
EVT_007464,2026-01-30 06:16:32,TX_007464_5678,119.81.130.202,194.87.144.200,1793,8333,Singapore,AS4657
EVT_007465,2026-01-30 06:21:38,TX_007465_8148,194.87.144.139,119.81.130.182,8333,8333,Russia,AS12389
EVT_007466,2026-01-30 06:26:24,TX_007466_0124,104.244.72.106,45.33.32.222,3458,6631,United States,AS16509
EVT_007467,2026-01-30 06:32:19,TX_007467_8101,104.244.72.67,45.33.32.122,12089,8333,United States,AS16509
EVT_007468,2026-01-30 06:43:52,TX_007468_8685,103.21.244.205,194.87.144.88,36863,8333,India,AS55836
EVT_007469,2026-01-30 06:48:35,TX_007469_0593,91.200.12.77,119.81.130.215,4459,34642,Seychelles,AS36997
EVT_007470,2026-01-30 06:52:45,TX_007470_4393,185.220.101.79,178.62.204.39,8333,8333,Netherlands,AS13335
EVT_007471,2026-01-30 06:52:52,TX_007471_6514,198.51.100.249,45.33.32.157,21849,8333,Private Network,AS0
EVT_007472,2026-01-30 06:53:15,TX_007472_4746,51.15.89.204,194.87.144.52,48216,8333,Germany,AS24940
EVT_007473,2026-01-30 06:54:21,TX_007473_7782,104.244.72.22,51.15.89.115,8333,8333,United States,AS16509
EVT_007474,2026-01-30 07:00:07,TX_007474_9981,51.15.89.204,178.62.204.220,64197,8333,Germany,AS24940
EVT_007475,2026-01-30 07:00:15,TX_007475_8307,91.200.12.192,104.244.72.67,13126,8333,Seychelles,AS36997
EVT_007476,2026-01-30 07:09:18,TX_007476_0100,104.244.72.106,185.220.101.79,12417,8333,United States,AS16509
EVT_007477,2026-01-30 07:21:58,TX_007477_4365,104.244.72.179,119.81.130.159,5032,39050,United States,AS16509
EVT_007478,2026-01-30 07:29:17,TX_007478_7142,91.200.12.19,103.21.244.173,47899,8333,Seychelles,AS36997
EVT_007479,2026-01-30 07:37:20,TX_007479_1868,178.62.204.118,119.81.130.225,62694,8333,United Kingdom,AS2856
EVT_007480,2026-01-30 07:37:51,TX_007480_3540,178.62.204.5,185.220.101.79,14470,8333,United Kingdom,AS2856
EVT_007481,2026-01-30 07:52:17,TX_007481_4000,45.33.32.253,91.200.12.224,25054,41505,Switzerland,AS51167
EVT_007482,2026-01-30 08:00:02,TX_007482_5583,119.81.130.202,198.51.100.109,18536,8333,Singapore,AS4657
EVT_007483,2026-01-30 08:09:40,TX_007483_8985,103.21.244.224,178.62.204.146,16575,8333,India,AS55836
EVT_007484,2026-01-30 08:13:04,TX_007484_2989,119.81.130.249,185.220.101.160,56101,57558,Singapore,AS4657
EVT_007485,2026-01-30 08:13:15,TX_007485_5823,104.244.72.13,51.15.89.115,27552,8333,United States,AS16509
EVT_007486,2026-01-30 08:26:28,TX_007486_9367,198.51.100.11,194.87.144.119,2048,8333,Private Network,AS0
EVT_007487,2026-01-30 08:34:44,TX_007487_1506,185.220.101.160,45.33.32.253,58166,8333,Netherlands,AS13335
EVT_007488,2026-01-30 08:35:32,TX_007488_4913,104.244.72.25,104.244.72.13,2858,8333,United States,AS16509
EVT_007489,2026-01-30 08:47:27,TX_007489_6047,103.21.244.174,194.87.144.214,8333,8333,India,AS55836
EVT_007490,2026-01-30 08:48:40,TX_007490_4374,194.87.144.10,104.244.72.228,43933,8333,Russia,AS12389
EVT_007491,2026-01-30 09:03:20,TX_007491_4706,119.81.130.249,178.62.204.46,18618,8333,Singapore,AS4657
EVT_007492,2026-01-30 09:05:25,TX_007492_7621,119.81.130.215,119.81.130.5,29535,8333,Singapore,AS4657
EVT_007493,2026-01-30 09:06:36,TX_007493_4797,119.81.130.27,194.87.144.233,61325,8333,Singapore,AS4657
EVT_007494,2026-01-30 09:07:07,TX_007494_2323,103.21.244.192,103.21.244.141,4297,8333,India,AS55836
EVT_007495,2026-01-30 09:08:04,TX_007495_2544,45.33.32.99,194.87.144.118,6773,59973,Switzerland,AS51167
EVT_007496,2026-01-30 09:19:27,TX_007496_1082,91.200.12.58,91.200.12.224,14862,8333,Seychelles,AS36997
EVT_007497,2026-01-30 09:19:35,TX_007497_4762,194.87.144.172,194.87.144.233,6697,8333,Russia,AS12389
EVT_007498,2026-01-30 09:30:17,TX_007498_0899,91.200.12.58,91.200.12.150,28170,8333,Seychelles,AS36997
EVT_007499,2026-01-30 09:35:42,TX_007499_4079,185.220.101.146,198.51.100.11,21200,8333,Netherlands,AS13335
EVT_007500,2026-01-30 09:42:22,TX_007500_6497,198.51.100.226,103.21.244.58,8333,8333,Private Network,AS0
EVT_007501,2026-01-30 09:57:01,TX_007501_5346,119.81.130.31,194.87.144.151,60621,6122,Singapore,AS4657
EVT_007502,2026-01-30 09:57:07,TX_007502_2305,194.87.144.214,45.33.32.222,36388,31454,Russia,AS12389
EVT_007503,2026-01-30 10:06:01,TX_007503_8991,51.15.89.164,198.51.100.85,8333,8333,Germany,AS24940
EVT_007504,2026-01-30 10:15:41,TX_007504_3277,104.244.72.67,51.15.89.115,52414,8333,United States,AS16509
EVT_007505,2026-01-30 10:28:44,TX_007505_2395,119.81.130.31,104.244.72.21,8333,9548,Singapore,AS4657
EVT_007506,2026-01-30 10:42:32,TX_007506_7519,103.21.244.97,119.81.130.115,29702,43316,India,AS55836
EVT_007507,2026-01-30 10:46:25,TX_007507_7488,45.33.32.253,45.33.32.163,7418,8333,Switzerland,AS51167
EVT_007508,2026-01-30 10:47:20,TX_007508_7662,119.81.130.225,178.62.204.89,7936,24787,Singapore,AS4657
EVT_007509,2026-01-30 10:51:02,TX_007509_5738,104.244.72.25,194.87.144.52,52202,8333,United States,AS16509
EVT_007510,2026-01-30 11:03:10,TX_007510_5458,104.244.72.67,119.81.130.115,8333,8333,United States,AS16509
EVT_007511,2026-01-30 11:16:01,TX_007511_3306,194.87.144.10,119.81.130.215,50216,8333,Russia,AS12389
EVT_007512,2026-01-30 11:19:13,TX_007512_3774,198.51.100.226,198.51.100.226,8333,28971,Private Network,AS0
EVT_007513,2026-01-30 11:30:22,TX_007513_6261,194.87.144.151,91.200.12.58,8333,8333,Russia,AS12389
EVT_007514,2026-01-30 11:41:21,TX_007514_0469,194.87.144.88,51.15.89.220,8333,8333,Russia,AS12389
EVT_007515,2026-01-30 11:48:49,TX_007515_9699,45.33.32.148,185.220.101.34,23832,8333,Switzerland,AS51167
EVT_007516,2026-01-30 11:58:03,TX_007516_0338,45.33.32.163,185.220.101.74,31586,8333,Switzerland,AS51167
EVT_007517,2026-01-30 12:06:59,TX_007517_7351,194.87.144.175,198.51.100.98,8333,1567,Russia,AS12389
EVT_007518,2026-01-30 12:16:23,TX_007518_3039,198.51.100.85,104.244.72.228,48656,8333,Private Network,AS0
EVT_007519,2026-01-30 12:28:23,TX_007519_1503,178.62.204.118,91.200.12.58,27411,50228,United Kingdom,AS2856
EVT_007520,2026-01-30 12:28:25,TX_007520_8590,198.51.100.95,91.200.12.38,9974,8333,Private Network,AS0
EVT_007521,2026-01-30 12:36:05,TX_007521_9937,51.15.89.215,178.62.204.160,58180,8333,Germany,AS24940
EVT_007522,2026-01-30 12:42:37,TX_007522_4602,194.87.144.10,198.51.100.36,4480,8333,Russia,AS12389
EVT_007523,2026-01-30 12:47:55,TX_007523_4500,194.87.144.85,51.15.89.215,31890,8333,Russia,AS12389
EVT_007524,2026-01-30 12:55:39,TX_007524_9943,178.62.204.100,119.81.130.215,18747,8333,United Kingdom,AS2856
EVT_007525,2026-01-30 12:58:06,TX_007525_1457,51.15.89.115,194.87.144.119,20765,8333,Germany,AS24940
EVT_007526,2026-01-30 12:58:12,TX_007526_8034,45.33.32.99,178.62.204.242,54716,8333,Switzerland,AS51167
EVT_007527,2026-01-30 13:07:22,TX_007527_0771,104.244.72.67,198.51.100.109,1180,8333,United States,AS16509
EVT_007528,2026-01-30 13:10:58,TX_007528_4320,51.15.89.115,119.81.130.240,48525,8333,Germany,AS24940
EVT_007529,2026-01-30 13:17:51,TX_007529_8295,194.87.144.60,178.62.204.13,43956,8333,Russia,AS12389
EVT_007530,2026-01-30 13:18:36,TX_007530_0140,51.15.89.204,185.220.101.146,15480,8333,Germany,AS24940
EVT_007531,2026-01-30 13:19:04,TX_007531_7434,45.33.32.137,119.81.130.5,22401,8333,Switzerland,AS51167
EVT_007532,2026-01-30 13:29:14,TX_007532_3994,194.87.144.172,178.62.204.178,54648,8333,Russia,AS12389
EVT_007533,2026-01-30 13:36:31,TX_007533_2033,178.62.204.220,198.51.100.11,9399,8333,United Kingdom,AS2856
EVT_007534,2026-01-30 13:36:46,TX_007534_0755,119.81.130.225,119.81.130.202,48384,8333,Singapore,AS4657
EVT_007535,2026-01-30 13:40:18,TX_007535_6385,198.51.100.95,119.81.130.182,21016,8333,Private Network,AS0
EVT_007536,2026-01-30 13:53:37,TX_007536_1393,91.200.12.95,194.87.144.168,8608,8333,Seychelles,AS36997
EVT_007537,2026-01-30 14:00:12,TX_007537_7786,198.51.100.11,119.81.130.223,27532,8333,Private Network,AS0
EVT_007538,2026-01-30 14:04:06,TX_007538_7086,185.220.101.160,51.15.89.196,48509,15137,Netherlands,AS13335
EVT_007539,2026-01-30 14:08:34,TX_007539_1293,178.62.204.118,45.33.32.122,8333,8333,United Kingdom,AS2856
EVT_007540,2026-01-30 14:09:13,TX_007540_2268,178.62.204.5,45.33.32.122,16922,8333,United Kingdom,AS2856
EVT_007541,2026-01-30 14:10:05,TX_007541_4418,104.244.72.228,104.244.72.162,26181,8333,United States,AS16509
EVT_007542,2026-01-30 14:11:05,TX_007542_4958,194.87.144.172,178.62.204.118,12702,8333,Russia,AS12389
EVT_007543,2026-01-30 14:11:49,TX_007543_1892,178.62.204.168,194.87.144.10,36940,8333,United Kingdom,AS2856
EVT_007544,2026-01-30 14:24:42,TX_007544_0152,194.87.144.172,194.87.144.214,18931,8333,Russia,AS12389
EVT_007545,2026-01-30 14:38:29,TX_007545_9704,178.62.204.5,178.62.204.100,4137,8333,United Kingdom,AS2856
EVT_007546,2026-01-30 14:49:30,TX_007546_5398,194.87.144.175,178.62.204.249,8333,8333,Russia,AS12389
EVT_007547,2026-01-30 14:52:52,TX_007547_0978,119.81.130.29,198.51.100.85,21770,8333,Singapore,AS4657
EVT_007548,2026-01-30 14:53:51,TX_007548_0624,103.21.244.207,119.81.130.31,62428,8333,India,AS55836
EVT_007549,2026-01-30 14:54:18,TX_007549_2450,119.81.130.202,103.21.244.141,21205,8333,Singapore,AS4657
EVT_007550,2026-01-30 15:09:04,TX_007550_3150,103.21.244.174,104.244.72.106,8333,8333,India,AS55836
EVT_007551,2026-01-30 15:11:15,TX_007551_3146,185.220.101.79,194.87.144.52,8333,8333,Netherlands,AS13335
EVT_007552,2026-01-30 15:25:01,TX_007552_3991,194.87.144.10,119.81.130.27,16245,8333,Russia,AS12389
EVT_007553,2026-01-30 15:35:43,TX_007553_0153,178.62.204.118,45.33.32.99,8333,8333,United Kingdom,AS2856
EVT_007554,2026-01-30 15:36:23,TX_007554_9678,45.33.32.99,194.87.144.172,50407,8333,Switzerland,AS51167
EVT_007555,2026-01-30 15:44:04,TX_007555_8157,178.62.204.178,178.62.204.46,25797,8333,United Kingdom,AS2856
EVT_007556,2026-01-30 15:56:55,TX_007556_2932,185.220.101.146,178.62.204.118,36684,8333,Netherlands,AS13335
EVT_007557,2026-01-30 15:57:46,TX_007557_5889,91.200.12.192,185.220.101.81,30283,8333,Seychelles,AS36997
EVT_007558,2026-01-30 16:07:18,TX_007558_5477,119.81.130.240,51.15.89.233,41636,8333,Singapore,AS4657
EVT_007559,2026-01-30 16:14:01,TX_007559_6475,178.62.204.249,104.244.72.179,55155,8333,United Kingdom,AS2856
