txid,timestamp,datetime,src_ip,dst_ip,primary_wallet,src_country,src_asn,label,entity_type,input_count,output_count,total_input_amount,total_output_amount,transaction_value,fee,fee_ratio,input_output_ratio,amount_in_out_ratio,fan_out_ratio,output_amount_variance,output_entropy,input_entropy,is_high_fanout,is_high_fanin,wallet_prior_tx_count,wallet_prior_sent_count,wallet_prior_recv_count,wallet_unique_ips_count,wallet_unique_asns_count,wallet_avg_sent_amount,wallet_std_sent_amount,wallet_avg_recv_amount,wallet_in_out_tx_ratio,ip_prior_tx_count,ip_associated_wallets_count,ip_unique_ports_used,is_standard_btc_port,is_ephemeral_src_port,shared_infrastructure_indicator,time_since_prev_wallet_tx,time_since_prev_ip_tx,burst_score,wallet_txs_last_1h,wallet_txs_last_6h,wallet_txs_last_24h,wallet_txs_last_7d,ip_txs_last_1h,ip_txs_last_24h,wallet_tx_velocity_per_hour,graph_degree,graph_in_degree,graph_out_degree,graph_pagerank,graph_2hop_neighbors,graph_3hop_neighbors,ml_probability,anomaly_score,graph_score,composite_risk_score,risk_level
TX_001406_7409,2026-01-07 10:03:57,2026-01-07 10:03:57,185.220.101.31,194.87.144.172,1BTC00078z,Netherlands,AS13335,0,MINER,1.0,2.0,5.303965,5.298197,5.303965,0.005768,0.0010874883224154005,0.5,1.0010886722407641,1.9999800001999979,0.02035601295025001,0.9979066049251525,0.0,0.0,0.0,44.0,30.0,14.0,10.0,8.0,4.380869566666667,4.397106872941841,2.0111317142857144,0.4666666666666667,50.0,36.0,26.0,1.0,1.0,1.0,91050.0,27895.0,0.0006589785831236706,0.0,0.0,0.0,15.0,0.0,4.0,0.0,7.0,3.0,4.0,0.1126796528349961,65.0,313.0,0.00088167924,19.088790297829526,0.0,8.0,LOW
TX_001407_3501,2026-01-07 10:09:51,2026-01-07 10:09:51,51.15.89.186,178.62.204.58,1BTC00362y,Germany,AS24940,0,NORMAL_USER,1.0,2.0,1.266705,1.264342,1.266705,0.002363,0.0018654698607805291,0.5,1.0018689563425085,1.9999800001999979,0.007214633720999997,0.9869381727200219,0.0,0.0,0.0,38.0,30.0,8.0,3.0,2.0,0.4100874,0.2710274499220328,3.38395575,0.26666666666666666,35.0,22.0,35.0,1.0,1.0,1.0,36377.0,1397.0,0.001649393847307531,0.0,0.0,4.0,20.0,2.0,11.0,0.16666666666666666,7.0,3.0,4.0,0.10857908352230439,45.0,482.0,0.00020702778,20.285195114251135,0.0,8.2,LOW
TX_001408_0304,2026-01-07 10:22:05,2026-01-07 10:22:05,45.33.32.104,91.200.12.87,1BTC00114y,Switzerland,AS51167,0,NORMAL_USER,2.0,1.0,0.917065,0.916285,0.917065,0.00078,0.0008505394928385665,2.0,1.0008512635260862,0.49999750001249993,0.0,0.0,0.9999605135607902,0.0,0.0,44.0,35.0,9.0,2.0,2.0,0.5820338285714286,0.46030008980406223,4.125335222222223,0.2571428571428571,28.0,13.0,28.0,1.0,1.0,1.0,34312.0,4484.0,0.0017486593606468115,0.0,0.0,5.0,35.0,0.0,3.0,0.20833333333333334,7.0,4.0,3.0,0.16795076925327496,30.0,136.0,0.00026365227,18.957188852663037,0.0,7.5,LOW
TX_001409_5736,2026-01-07 10:28:06,2026-01-07 10:28:06,51.15.89.74,178.62.204.175,1BTC00421a,Germany,AS24940,0,NORMAL_USER,1.0,2.0,0.680047,0.6793739999999999,0.680047,0.000673,0.0009896374809388174,0.5,1.0009906178334762,1.9999800001999979,0.000771839524,0.9951694241249194,0.0,0.0,0.0,24.0,17.0,7.0,1.0,1.0,0.6451663529411764,0.4506652185160407,2.0974554285714286,0.4117647058823529,71.0,22.0,71.0,1.0,1.0,1.0,197956.0,38072.0,0.00030309765805011733,0.0,0.0,0.0,10.0,0.0,8.0,0.0,7.0,3.0,4.0,0.13243918448325312,34.0,228.0,0.00022686613,15.8095399393704,0.0,7.3,LOW
TX_001410_8405,2026-01-07 10:38:52,2026-01-07 10:38:52,51.15.89.74,51.15.89.74,1BTC00421a,Germany,AS24940,0,NORMAL_USER,2.0,1.0,1.016869,1.016602,1.016869,0.000267,0.00026257069494694006,2.0,1.000262639656424,0.49999750001249993,0.0,0.0,0.9985331570889241,0.0,0.0,25.0,18.0,7.0,1.0,1.0,0.6471041666666666,0.4380407409644615,2.0974554285714286,0.3888888888888889,72.0,22.0,72.0,1.0,1.0,1.0,646.0,646.0,0.0928792555281849,1.0,1.0,1.0,11.0,1.0,8.0,0.041666666666666664,6.0,4.0,2.0,0.12629763434457233,7.0,339.0,0.00023046453,24.0491875216635,0.0,8.8,LOW
TX_001411_8028,2026-01-07 10:46:02,2026-01-07 10:46:02,51.15.89.154,194.87.144.47,1BTC00078z,Germany,AS24940,0,NORMAL_USER,2.0,1.0,1.649978,1.648669,1.649978,0.001309,0.0007933439112521501,2.0,1.0007939738055365,0.49999750001249993,0.0,0.0,0.9991478191138201,0.0,0.0,45.0,31.0,14.0,10.0,8.0,4.410646838709678,4.328678124522738,2.0111317142857144,0.45161290322580644,33.0,14.0,23.0,1.0,1.0,1.0,2525.0,30771.0,0.02376237614351534,1.0,1.0,1.0,16.0,0.0,4.0,0.041666666666666664,7.0,4.0,3.0,0.14591048235632098,125.0,409.0,0.00096876203,20.80057794178028,0.0,7.9,LOW
TX_001412_5849,2026-01-07 10:50:02,2026-01-07 10:50:02,194.87.144.212,198.51.100.120,1BTC00294b,Russia,AS12389,0,NORMAL_USER,1.0,2.0,0.78368,0.78256,0.78368,0.00112,0.0014291547570436912,0.5,1.0014312001635657,1.9999800001999979,8.390560000000003e-05,0.9996046335013253,0.0,0.0,0.0,62.0,53.0,9.0,10.0,6.0,1.6944904905660376,2.839244105289617,4.813030222222223,0.16981132075471697,50.0,49.0,50.0,1.0,1.0,1.0,21896.0,21896.0,0.002740226524141292,0.0,0.0,1.0,33.0,0.0,6.0,0.041666666666666664,7.0,3.0,4.0,0.13269572318564057,80.0,753.0,0.00030410316,20.584792195638173,0.0,8.2,LOW
TX_001413_7846,2026-01-07 10:50:42,2026-01-07 10:50:42,198.51.100.171,91.200.12.248,1BTC00139y,Private Network,AS0,0,EXCHANGE,5.0,7.0,10.187934,10.174968,10.187934,0.012966,0.0012726819785051611,0.7142857142857143,1.0012743037619383,1.3999972000056,0.015141288517836724,2.802128457584757,2.321136864807902,0.0,0.0,22.0,16.0,6.0,8.0,7.0,6.31275275,12.00208996357935,2.740565333333333,0.375,10.0,30.0,10.0,1.0,1.0,1.0,11440.0,70937.0,0.005244755240170668,0.0,1.0,2.0,7.0,0.0,1.0,0.08333333333333333,16.0,7.0,9.0,0.22300467499296786,214.0,766.0,0.0058376747,28.549388836373545,0.0,9.9,LOW
TX_001414_3688,2026-01-07 11:01:39,2026-01-07 11:01:39,198.51.100.177,119.81.130.115,1BTC00136c,Private Network,AS0,0,NORMAL_USER,1.0,1.0,1.088505,1.086981,1.088505,0.001524,0.0014000854382846197,1.0,1.0014020484258694,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,43.0,35.0,8.0,4.0,4.0,0.6651288000000001,0.8185302874688721,1.4565246250000001,0.22857142857142856,40.0,13.0,40.0,1.0,1.0,1.0,11363.0,11363.0,0.005280295691912087,0.0,2.0,2.0,20.0,0.0,6.0,0.08333333333333333,6.0,3.0,3.0,0.10361393385194259,107.0,924.0,0.00024812078,16.519130819773103,0.0,7.1,LOW
TX_001415_1989,2026-01-07 11:01:46,2026-01-07 11:01:46,103.21.244.171,51.15.89.118,1BTC00069z,India,AS55836,0,EXCHANGE,11.0,12.0,105.698248,105.517092,105.698248,0.181156,0.0017138978500381577,0.9166666666666666,1.001716840339004,1.0909080991744553,0.601178187766,3.5792851145471962,3.4572063338607855,1.0,1.0,37.0,25.0,12.0,11.0,7.0,5.20249884,4.795786860285329,2.2370299166666663,0.48,9.0,54.0,9.0,1.0,1.0,1.0,466356.0,179864.0,0.0001286570774230704,0.0,0.0,0.0,3.0,0.0,0.0,0.0,27.0,13.0,14.0,0.24681588166277815,448.0,704.0,0.0019721133,54.22451246925163,0.0,14.8,LOW
TX_001416_5795,2026-01-07 11:05:47,2026-01-07 11:05:47,194.87.144.47,91.200.12.253,1BTC00450z,Russia,AS12389,0,MINER,1.0,3.0,3.646314,3.6419289999999997,3.646314,0.004385,0.0012025843084276342,0.3333333333333333,1.0012040322587288,2.9999700002999967,0.016637506966888888,1.5766089156528889,0.0,0.0,0.0,56.0,49.0,7.0,11.0,6.0,4.264215142857143,6.527150070626245,4.003964,0.14285714285714285,42.0,7.0,24.0,1.0,1.0,0.7,25844.0,4926.0,0.0023216220390335778,0.0,0.0,5.0,21.0,0.0,7.0,0.20833333333333334,8.0,3.0,5.0,0.08894742106296023,156.0,516.0,0.0005853318,24.148429293653685,0.0,8.2,LOW
TX_001417_9091,2026-01-07 11:15:42,2026-01-07 11:15:42,51.15.89.186,194.87.144.13,1BTC00362y,Germany,AS24940,0,NORMAL_USER,1.0,2.0,0.72313,0.722105,0.72313,0.001025,0.0014174491446904429,0.5,1.0014194611586957,1.9999800001999979,2.9019122500000833e-06,0.9999839420641932,0.0,0.0,0.0,39.0,31.0,8.0,3.0,2.0,0.4377202258064516,0.3065836362257461,3.38395575,0.25806451612903225,36.0,22.0,36.0,1.0,1.0,1.0,3951.0,3951.0,0.015186028815018909,0.0,1.0,5.0,21.0,0.0,11.0,0.20833333333333334,7.0,3.0,4.0,0.09977001892054949,65.0,648.0,0.00020850223,17.80998558228487,0.0,7.7,LOW
TX_001418_6354,2026-01-07 11:18:13,2026-01-07 11:18:13,104.244.72.170,185.220.101.230,1BTC00114y,United States,AS16509,0,NORMAL_USER,2.0,2.0,0.172973,0.17290299999999997,0.172973,7e-05,0.000404687436767588,1.0,1.0004048512749923,0.9999950000249999,4.389725024999999e-05,0.9957590542170818,0.9997714242135535,0.0,0.0,45.0,36.0,9.0,2.0,2.0,0.5785089999999999,0.4543408170181524,4.125335222222223,0.25,26.0,20.0,26.0,1.0,1.0,1.0,3368.0,37680.0,0.017814726787961022,1.0,1.0,6.0,36.0,0.0,5.0,0.25,8.0,4.0,4.0,0.26958006571343923,74.0,711.0,0.000261278,25.715466099217878,0.0,9.0,LOW
TX_001419_1202,2026-01-07 11:19:32,2026-01-07 11:19:32,51.15.89.249,185.220.101.170,1BTC00428b,Germany,AS24940,0,MERCHANT,4.0,3.0,1.135744,1.133605,1.135744,0.002139,0.0018833469514256732,1.3333333333333333,1.0018869006399937,0.7499981250046875,0.00115746002688889,1.5789832802997519,1.9995122682899558,0.0,0.0,29.0,15.0,14.0,6.0,5.0,0.6408545333333333,0.6917906035039665,1.4298504285714286,0.9333333333333333,30.0,41.0,30.0,1.0,1.0,1.0,374585.0,6853.0,0.00016017726283326409,0.0,0.0,0.0,4.0,0.0,3.0,0.0,11.0,6.0,5.0,0.2114190545967042,92.0,279.0,0.0029316354,21.142238628801547,0.0,8.1,LOW
TX_001420_4296,2026-01-07 11:21:51,2026-01-07 11:21:51,51.15.89.211,51.15.89.118,1BTC00271a,Germany,AS24940,0,NORMAL_USER,1.0,2.0,0.541394,0.540882,0.541394,0.000512,0.0009457068234963815,0.5,1.0009466020314968,1.9999800001999979,1.2341168999999919e-05,0.9998782783051429,0.0,0.0,0.0,34.0,26.0,8.0,5.0,4.0,0.7864815384615386,0.48733280483568686,2.38964,0.3076923076923077,77.0,51.0,77.0,1.0,1.0,1.0,18189.0,8719.0,0.003298697012865635,0.0,1.0,1.0,13.0,0.0,15.0,0.041666666666666664,7.0,3.0,4.0,0.13361033862362373,126.0,419.0,0.0002262751,16.96020067037001,0.0,7.5,LOW
TX_001421_3669,2026-01-07 11:26:07,2026-01-07 11:26:07,91.200.12.51,178.62.204.128,1BTC00426c,Seychelles,AS36997,0,NORMAL_USER,1.0,1.0,0.043944,0.043865,0.043944,7.9e-05,0.0017977425814673222,1.0,1.0018009802804058,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,35.0,26.0,9.0,8.0,7.0,5.509918846153846,9.088375592009083,1.3505077777777779,0.34615384615384615,45.0,32.0,45.0,1.0,1.0,1.0,50504.0,15930.0,0.0011880247106787532,0.0,0.0,2.0,9.0,0.0,11.0,0.08333333333333333,6.0,3.0,3.0,0.11594482436971362,92.0,382.0,0.00049063825,18.428588257457292,0.0,7.5,LOW
TX_001422_6878,2026-01-07 11:36:44,2026-01-07 11:36:44,51.15.89.201,178.62.204.180,1BTC00023a,Germany,AS24940,0,NORMAL_USER,1.0,2.0,1.635565,1.634717,1.635565,0.000848,0.0005184752669566786,0.5,1.0005187442230061,1.9999800001999979,0.012572800512249993,0.9863817346234315,0.0,0.0,0.0,18.0,10.0,8.0,2.0,2.0,0.8650133,0.8518340501211548,1.84201825,0.8,25.0,5.0,25.0,1.0,1.0,0.5,35172.0,12120.0,0.0017059024218964223,0.0,0.0,3.0,7.0,0.0,7.0,0.125,7.0,3.0,4.0,0.12853450031046382,102.0,196.0,0.00024279217,14.141320888256612,0.0,5.2,LOW
TX_001423_2564,2026-01-07 11:42:16,2026-01-07 11:42:16,45.33.32.253,178.62.204.58,1BTC00125b,Switzerland,AS51167,0,NORMAL_USER,2.0,2.0,1.075714,1.075426,1.075714,0.000288,0.0002677291547753399,1.0,1.0002678008528714,0.9999950000249999,0.000848906496000003,0.9978810727724752,0.9990550375563224,0.0,0.0,37.0,25.0,12.0,11.0,8.0,2.5743221200000006,2.8568587475470513,2.881787166666667,0.48,52.0,32.0,41.0,1.0,1.0,1.0,56951.0,11753.0,0.0010535372511363212,0.0,0.0,1.0,11.0,0.0,5.0,0.041666666666666664,8.0,4.0,4.0,0.12051564924813957,65.0,477.0,0.00044286496,17.064539248578583,0.0,7.2,LOW
TX_001424_7164,2026-01-07 11:46:34,2026-01-07 11:46:34,91.200.12.87,194.87.144.172,1BTC00428b,Seychelles,AS36997,0,MERCHANT,4.0,1.0,1.136515,1.135631,1.136515,0.000884,0.0007778163948562052,4.0,1.0007784218641442,0.24999937500156252,0.0,0.0,1.995769145151175,0.0,0.0,30.0,16.0,14.0,6.0,5.0,0.618969625,0.6751648593819397,1.4298504285714286,0.875,10.0,15.0,10.0,1.0,1.0,1.0,1622.0,11296.0,0.03699136845258096,1.0,1.0,1.0,5.0,0.0,3.0,0.041666666666666664,9.0,6.0,3.0,0.19325394781532,62.0,258.0,0.0043068533,20.87749107565214,0.0,8.1,LOW
TX_001425_5213,2026-01-07 12:00:41,2026-01-07 12:00:41,91.200.12.51,178.62.204.64,1BTC00105c,Seychelles,AS36997,0,NORMAL_USER,1.0,1.0,1.457541,1.455747,1.457541,0.001794,0.0012308401616146648,1.0,1.001232356996099,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,21.0,10.0,11.0,2.0,2.0,0.6274781,0.42130245213491224,2.2582702727272728,1.1,46.0,32.0,46.0,0.0,1.0,1.0,121438.0,2074.0,0.0004940792832149673,0.0,0.0,0.0,7.0,1.0,11.0,0.0,6.0,3.0,3.0,0.1527084003489372,107.0,1025.0,0.00024025177,20.84551489874159,0.0,8.0,LOW
TX_001426_4588,2026-01-07 12:04:31,2026-01-07 12:04:31,194.87.144.59,178.62.204.228,1BTC00304a,Russia,AS12389,0,NORMAL_USER,1.0,1.0,1.255797,1.253475,1.255797,0.002322,0.0018490249618369845,1.0,1.0018524501884762,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,34.0,29.0,5.0,3.0,2.0,0.4816008965517242,0.36253922148771756,3.650778,0.1724137931034483,32.0,20.0,32.0,1.0,1.0,1.0,25830.0,40716.0,0.002322880370761564,0.0,0.0,3.0,20.0,0.0,3.0,0.125,6.0,3.0,3.0,0.12914300632028494,118.0,792.0,0.00023802304,14.867954665917365,0.0,6.8,LOW
TX_001427_9216,2026-01-07 12:07:00,2026-01-07 12:07:00,194.87.144.13,119.81.130.91,1BTC00222z,Russia,AS12389,0,MERCHANT,4.0,3.0,2.198865,2.195818,2.198865,0.003047,0.0013857149029158223,1.3333333333333333,1.001387637773258,0.7499981250046875,0.009715290141555553,1.5714280327966277,1.996446172151333,0.0,0.0,43.0,29.0,14.0,5.0,5.0,0.5868242413793102,0.4490070674277245,1.393525428571429,0.4827586206896552,6.0,6.0,6.0,1.0,1.0,0.6,35629.0,74229.0,0.001684021442733722,0.0,0.0,3.0,19.0,0.0,1.0,0.125,11.0,6.0,5.0,0.2047717322652113,97.0,628.0,0.004355981,20.819385107949866,0.0,6.7,LOW
TX_001428_0379,2026-01-07 12:13:44,2026-01-07 12:13:44,194.87.144.59,91.200.12.248,1BTC00383z,Russia,AS12389,0,NORMAL_USER,2.0,1.0,1.7366899999999998,1.733558,1.7366899999999998,0.003132,0.0018034306640793694,2.0,1.0018066889022461,0.49999750001249993,0.0,0.0,0.9983978355634384,0.0,0.0,33.0,22.0,11.0,2.0,2.0,0.4759978181818182,0.3465130673420342,3.490930181818182,0.5,33.0,20.0,33.0,1.0,1.0,1.0,13641.0,553.0,0.004398504505242647,0.0,1.0,2.0,10.0,1.0,4.0,0.08333333333333333,7.0,4.0,3.0,0.13054562598024752,47.0,756.0,0.0003040014,14.675267090430555,0.0,6.6,LOW
TX_001429_6980,2026-01-07 12:18:16,2026-01-07 12:18:16,178.62.204.172,185.220.101.144,1BTC00405x,United Kingdom,AS2856,0,NORMAL_USER,2.0,2.0,0.56013,0.559645,0.56013,0.000485,0.0008658704229375324,1.0,1.00086662080426,0.9999950000249999,0.0011595046522499999,0.9892914984697577,0.995197543797504,0.0,0.0,31.0,19.0,12.0,3.0,2.0,0.5918571578947368,0.3616766131423663,5.154486749999999,0.631578947368421,9.0,2.0,9.0,1.0,1.0,0.2,12791.0,60120.0,0.004690798213829413,0.0,1.0,2.0,12.0,0.0,3.0,0.08333333333333333,8.0,4.0,4.0,0.17320493478816965,200.0,384.0,0.00027120995,17.741314091697863,7.2868e-41,4.6,LOW
TX_001430_8941,2026-01-07 12:25:20,2026-01-07 12:25:20,91.200.12.253,194.87.144.59,1BTC00238a,Seychelles,AS36997,0,NORMAL_USER,2.0,2.0,1.908234,1.907139,1.908234,0.001095,0.0005738289958149787,1.0,1.0005741584645902,0.9999950000249999,0.0005203645322500018,0.9995871531668619,0.999738750373282,0.0,0.0,42.0,37.0,5.0,11.0,8.0,2.0667395675675673,3.6769945741668515,4.922820799999999,0.13513513513513514,27.0,23.0,27.0,1.0,1.0,1.0,12064.0,26232.0,0.004973474796938433,0.0,2.0,5.0,32.0,0.0,4.0,0.20833333333333334,8.0,4.0,4.0,0.2613080697474571,73.0,288.0,0.0003649799,21.90887599313952,0.0,8.2,LOW
TX_001431_6793,2026-01-07 12:34:38,2026-01-07 12:34:38,194.87.144.47,45.33.32.253,1BTC00282z,Russia,AS12389,0,NORMAL_USER,2.0,2.0,0.9041710000000001,0.9035139999999999,0.9041710000000001,0.000657,0.0007266324622223009,1.0,1.0007271608408947,0.9999950000249999,0.0005061150090000007,0.9982103684684869,0.998514441742937,0.0,0.0,26.0,19.0,7.0,1.0,1.0,0.4503977368421052,0.3409702355256312,1.891558,0.3684210526315789,43.0,7.0,24.0,1.0,1.0,0.7,40457.0,5331.0,0.0014830560838710095,0.0,0.0,2.0,13.0,0.0,8.0,0.08333333333333333,8.0,4.0,4.0,0.15034831934082135,124.0,251.0,0.00022663093,12.084425484425946,0.0,5.2,LOW
TX_001432_8291,2026-01-07 12:43:16,2026-01-07 12:43:16,51.15.89.118,91.200.12.79,1BTC00481x,Germany,AS24940,0,NORMAL_USER,2.0,1.0,0.104633,0.10453,0.104633,0.000103,0.0009843930691082162,2.0,1.000985363053669,0.49999750001249993,0.0,0.0,0.997385810691017,0.0,0.0,38.0,28.0,10.0,2.0,2.0,0.669355,0.4632875647171759,2.3258471,0.35714285714285715,21.0,9.0,13.0,1.0,1.0,0.9,12171.0,39729.0,0.00492975104352169,0.0,1.0,3.0,28.0,0.0,3.0,0.125,7.0,4.0,3.0,0.16065234166513634,35.0,638.0,0.00028220218,14.4209049949831,0.0,6.2,LOW
TX_001433_6903,2026-01-07 12:54:38,2026-01-07 12:54:38,194.87.144.212,198.51.100.238,1BTC00381b,Russia,AS12389,0,NORMAL_USER,1.0,2.0,0.85368,0.8532850000000001,0.85368,0.000395,0.0004627026520476057,0.5,1.0004629168448993,1.9999800001999979,0.0007607391422500005,0.9969831411826193,0.0,0.0,0.0,39.0,21.0,18.0,4.0,3.0,0.6451989047619049,0.5200251512583107,3.752734055555555,0.8571428571428571,51.0,49.0,51.0,1.0,1.0,1.0,131835.0,7476.0,0.00045511434744528284,0.0,0.0,0.0,12.0,0.0,6.0,0.0,7.0,3.0,4.0,0.1474472979424104,26.0,497.0,0.0002345078,15.77756263716837,0.0,7.3,LOW
TX_001434_4139,2026-01-07 12:54:58,2026-01-07 12:54:58,185.220.101.31,51.15.89.211,1BTC00126b,Netherlands,AS13335,0,EXCHANGE,8.0,8.0,142.105844,142.020763,142.105844,0.085081,0.0005987157009531572,1.0,1.0005990743761883,0.9999987500015626,2.787939230674735,2.9936548198684707,2.998422819287143,1.0,1.0,21.0,12.0,9.0,7.0,6.0,7.767924166666668,3.9045497381294774,2.3961493333333337,0.75,51.0,36.0,26.0,1.0,1.0,1.0,86400.0,10261.0,0.0006944444443640689,0.0,0.0,0.0,0.0,0.0,4.0,0.0,20.0,10.0,10.0,0.19879179018608406,294.0,452.0,0.0018851802,43.322254673808445,0.0,12.6,LOW
TX_001435_5219,2026-01-07 12:59:36,2026-01-07 12:59:36,119.81.130.115,198.51.100.238,1BTC00320x,Singapore,AS4657,0,NORMAL_USER,2.0,1.0,1.624767,1.624377,1.624767,0.00039,0.00024003441724259537,2.0,1.0002400920475973,0.49999750001249993,0.0,0.0,0.9999741143897368,0.0,0.0,41.0,33.0,8.0,10.0,8.0,4.124785272727272,6.155935844564602,2.812971625,0.24242424242424243,13.0,3.0,13.0,1.0,1.0,0.3,68086.0,14121.0,0.0008812384336161268,0.0,0.0,1.0,11.0,0.0,4.0,0.041666666666666664,7.0,4.0,3.0,0.12426078840856616,17.0,354.0,0.0006418683,20.39132251795268,0.0,5.3,LOW
TX_001436_8743,2026-01-07 13:13:37,2026-01-07 13:13:37,198.51.100.104,45.33.32.253,1BTC00284a,Private Network,AS0,1,SUSPICIOUS_ACTOR,5.0,1.0,5.167812,5.160079,5.167812,0.007733,0.0014963779642138686,5.0,1.0014986204668572,0.19999960000080003,0.0,0.0,2.318966863224449,0.0,0.0,34.0,19.0,15.0,11.0,8.0,6.569753526315789,4.958692961017899,3.210700866666667,0.7894736842105263,7.0,33.0,7.0,1.0,1.0,1.0,150014.0,27214.0,0.0003999626701241243,0.0,0.0,0.0,9.0,0.0,1.0,0.0,10.0,7.0,3.0,0.3515860301389238,146.0,471.0,0.9974934,26.822385784760005,0.0,58.8,MEDIUM
TX_001437_7297,2026-01-07 13:16:40,2026-01-07 13:16:40,194.87.144.212,198.51.100.120,1BTC00294b,Russia,AS12389,0,NORMAL_USER,2.0,2.0,1.036588,1.035847,1.036588,0.000741,0.0007148452422756196,1.0,1.000715356611546,0.9999950000249999,0.004664958300249998,0.9874186614983116,0.9978252688732048,0.0,0.0,63.0,54.0,9.0,10.0,6.0,1.6776236296296294,2.8155109034931587,4.813030222222223,0.16666666666666666,52.0,49.0,52.0,1.0,1.0,1.0,8798.0,1322.0,0.006819731749466092,0.0,1.0,2.0,34.0,1.0,7.0,0.08333333333333333,8.0,4.0,4.0,0.28176566669644376,29.0,667.0,0.00032265083,22.906871591256106,0.0,8.4,LOW
TX_001438_8035,2026-01-07 13:24:07,2026-01-07 13:24:07,91.200.12.253,45.33.32.211,1BTC00238a,Seychelles,AS36997,0,NORMAL_USER,2.0,2.0,1.296525,1.295385,1.296525,0.00114,0.0008792734424712212,1.0,1.0008800472446415,0.9999950000249999,0.008923730690249996,0.9846006118831794,0.9999255337286617,0.0,0.0,43.0,38.0,5.0,11.0,8.0,2.0379378421052627,3.632517718377938,4.922820799999999,0.13157894736842105,28.0,24.0,28.0,1.0,1.0,1.0,3527.0,3527.0,0.017011624561917706,1.0,2.0,5.0,33.0,1.0,4.0,0.20833333333333334,8.0,4.0,4.0,0.26187715669564837,71.0,565.0,0.00040148105,25.738047546766673,0.0,9.0,LOW
TX_001439_3953,2026-01-07 13:24:21,2026-01-07 13:24:21,91.200.12.51,198.51.100.120,1BTC00180z,Seychelles,AS36997,1,SUSPICIOUS_ACTOR,7.0,2.0,24.806966,24.802735,24.806966,0.004231,0.00017055693146836258,3.5,1.0001705860260977,0.2857138775516035,0.28429210929025084,0.9986661589678554,2.8054672911142706,0.0,1.0,35.0,18.0,17.0,10.0,7.0,2.3733777222222225,1.9093484934575575,3.904593176470588,0.9444444444444444,47.0,32.0,47.0,1.0,1.0,1.0,88716.0,5020.0,0.0006763154334419591,0.0,0.0,0.0,6.0,0.0,11.0,0.0,13.0,9.0,4.0,0.1999640724963554,22.0,341.0,0.9995509,34.6650288685367,0.0,60.5,HIGH
TX_001440_0826,2026-01-07 13:25:59,2026-01-07 13:25:59,185.220.101.31,178.62.204.19,1BTC00018a,Netherlands,AS13335,0,NORMAL_USER,1.0,1.0,0.454931,0.454368,0.454931,0.000563,0.0012375503098272047,1.0,1.0012390837382914,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,46.0,41.0,5.0,8.0,4.0,3.3942091463414634,8.854555882439731,0.42036299999999993,0.12195121951219512,52.0,37.0,27.0,1.0,1.0,1.0,56670.0,1861.0,0.001058761249151445,0.0,0.0,2.0,23.0,1.0,4.0,0.08333333333333333,6.0,3.0,3.0,0.11774910746165303,36.0,305.0,0.0003582426,19.52412127827268,0.0,7.7,LOW
TX_001441_9297,2026-01-07 13:29:35,2026-01-07 13:29:35,104.244.72.51,45.33.32.95,1BTC00481x,United States,AS16509,0,NORMAL_USER,1.0,1.0,1.081182,1.079887,1.081182,0.001295,0.0011977631888063249,1.0,1.0011991995458784,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,39.0,29.0,10.0,2.0,2.0,0.6479692413793103,0.4690841788616635,2.3258471,0.3448275862068966,39.0,49.0,39.0,1.0,1.0,1.0,2779.0,14950.0,0.021590500102229217,1.0,2.0,4.0,29.0,0.0,7.0,0.16666666666666666,6.0,3.0,3.0,0.15954363738245073,24.0,264.0,0.00022229127,19.718068742103647,0.0,7.8,LOW
TX_001442_6424,2026-01-07 13:32:35,2026-01-07 13:32:35,194.87.144.47,185.220.101.230,1BTC00159z,Russia,AS12389,0,NORMAL_USER,1.0,2.0,0.14321,0.14316,0.14321,5e-05,0.0003491376300537672,0.5,1.000349259569712,1.9999800001999979,1.617984000000006e-06,0.999772197630378,0.0,0.0,0.0,29.0,18.0,11.0,1.0,1.0,0.42317677777777774,0.26355434891046153,2.072007727272727,0.6111111111111112,44.0,7.0,25.0,1.0,1.0,0.7,13734.0,3477.0,0.004368719961869288,0.0,1.0,3.0,10.0,1.0,9.0,0.125,7.0,3.0,4.0,0.1285519697035125,103.0,985.0,0.0002369875,17.334153352731512,0.0,6.5,LOW
TX_001443_4826,2026-01-07 13:40:40,2026-01-07 13:40:40,178.62.204.85,51.15.89.186,1BTC00165z,United Kingdom,AS2856,1,SUSPICIOUS_ACTOR,2.0,25.0,15.714879,15.686389,15.714879,0.02849,0.001812931553593254,0.08,1.0018162242438333,12.499937500312498,0.003574330804086401,4.6370505936291035,0.9988375351852614,1.0,0.0,33.0,21.0,12.0,15.0,7.0,5.924340666666667,4.024224424291721,1.8647454166666666,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,0.1,209747.0,304187.0,0.00028605891858829647,0.0,0.0,0.0,4.0,0.0,0.0,0.0,31.0,4.0,27.0,0.34139957007395083,568.0,589.0,0.9993969,51.96247606289894,0.0,63.7,HIGH
